Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003DAFD0
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC448
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC488
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC4C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC508
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC548
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC588
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC5C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC608
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC648
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC688
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC6C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC708
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC748
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC788
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC7C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC808
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC848
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC888
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC8C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC908
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC948
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC988
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EC9C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECA08
Values: Bottom:true	 Top:true	 Left:true	 Right:false	 Texture Type:003ECA48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECA88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECAC8
Values: Bottom:false	 Top:false	 Left:false	 Right:false	 Texture Type:003ECB08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECB48
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003ECB88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECBC8
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECC08
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECC48
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:003ECC88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECCC8
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECD08
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003ECD48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECD88
Values: Bottom:false	 Top:true	 Left:true	 Right:true	 Texture Type:003ECDC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECE08
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECE48
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003ECE88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECEC8
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECF08
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003ECF48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECF88
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ECFC8
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003ED008
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED048
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003ED088
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED0C8
Values: Bottom:true	 Top:false	 Left:true	 Right:true	 Texture Type:003ED108
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED148
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED188
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED1C8
Values: Bottom:false	 Top:false	 Left:true	 Right:false	 Texture Type:003ED208
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED248
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003ED288
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED2C8
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003ED308
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED348
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003ED388
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED3C8
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003ED408
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED448
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003ED488
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED4C8
Values: Bottom:false	 Top:false	 Left:true	 Right:false	 Texture Type:003ED508
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED548
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED588
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:003ED5C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED608
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED648
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED688
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED6C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED708
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED748
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED788
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED7C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED808
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED848
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED888
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED8C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED908
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED948
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED988
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003ED9C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDA08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDA48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDA88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDAC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDB08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDB48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDB88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDBC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDC08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDC48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDC88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDCC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDD48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDD88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDDC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDE08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDE48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDE88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDEC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDF08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDF48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDF88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EDFC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE008
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE048
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE088
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE0C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE108
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE148
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE188
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE1C8
Values: Bottom:true	 Top:true	 Left:true	 Right:false	 Texture Type:003EE208
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE248
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE288
Values: Bottom:true	 Top:false	 Left:false	 Right:false	 Texture Type:003EE308
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE348
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003EE388
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE3C8
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE408
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE448
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003EE488
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE4C8
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003EE508
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE548
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003EE588
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE5C8
Values: Bottom:false	 Top:false	 Left:true	 Right:false	 Texture Type:003EE608
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE648
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003EE688
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE6C8
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE708
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003EE748
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE788
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE7C8
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE808
Values: Bottom:false	 Top:false	 Left:false	 Right:true	 Texture Type:003EE848
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE888
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003EE8C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE908
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE948
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003EE988
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EE9C8
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEA08
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEA48
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:003EEA88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEAC8
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEB08
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEB48
Values: Bottom:false	 Top:false	 Left:false	 Right:true	 Texture Type:003EEB88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEBC8
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003EEC08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEC48
Values: Bottom:true	 Top:false	 Left:false	 Right:false	 Texture Type:003EECC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EED08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EED48
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:003EED88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEDC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEE08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEE48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEE88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEEC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEF08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEF48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEF88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EEFC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF008
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF048
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF088
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF0C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF108
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF148
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF188
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF1C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF208
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF248
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF288
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF2C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF308
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF348
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF388
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF3C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF408
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF448
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF488
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF4C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF508
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF548
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF588
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF5C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF608
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF648
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF688
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF6C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF708
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF748
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF788
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF7C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF808
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF848
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF888
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF8C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF908
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF948
Values: Bottom:true	 Top:true	 Left:true	 Right:false	 Texture Type:003EF988
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EF9C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFA08
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFA48
Values: Bottom:true	 Top:false	 Left:false	 Right:false	 Texture Type:003EFAC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFB08
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFB48
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003EFB88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFBC8
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFC08
Values: Bottom:false	 Top:false	 Left:true	 Right:false	 Texture Type:003EFC48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFC88
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003EFCC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFD08
Values: Bottom:true	 Top:false	 Left:true	 Right:true	 Texture Type:003EFD48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFD88
Values: Bottom:false	 Top:false	 Left:true	 Right:false	 Texture Type:003EFDC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFE08
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFE48
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003EFE88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFEC8
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFF08
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003EFF48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003EFF88
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003EFFC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0008
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0048
Values: Bottom:true	 Top:true	 Left:true	 Right:false	 Texture Type:003F0088
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F00C8
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003F0108
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0148
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0188
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F01C8
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003F0208
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0248
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0288
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003F02C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0308
Values: Bottom:true	 Top:false	 Left:true	 Right:true	 Texture Type:003F0348
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0388
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F03C8
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003F0408
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0448
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0488
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:003F04C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0508
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0548
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0588
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F05C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0608
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0648
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0688
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F06C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0708
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0748
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0788
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F07C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0808
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0848
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0888
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F08C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0908
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0948
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0988
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F09C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0A08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0A48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0A88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0AC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0B08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0B48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0B88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0BC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0C08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0C48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0C88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0CC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0D08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0D48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0D88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0DC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0E08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0E48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0E88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0EC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0F08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0F48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0F88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F0FC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F1008
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F1048
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F1088
Values: Bottom:true	 Top:true	 Left:true	 Right:false	 Texture Type:003F10C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F1108
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F1148
Values: Bottom:false	 Top:true	 Left:false	 Right:false	 Texture Type:003F1188
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F11C8
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F1208
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003F1248
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F1288
Values: Bottom:true	 Top:false	 Left:true	 Right:true	 Texture Type:003F12C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F1308
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F1348
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
